Point,Corner,Qcode,Icode,Pass/Fail,Vout,Iout,Pout_h1,Vout_h1 mag,Vout_h1 phase,Idd_tran,Idd_avg,PDC,Pout_h1_W,PE
511,nom,255,0,,,,17.98,2.507,-133.3,,166e-3,199.2e-3,62.86e-3,31.55
2,nom,0,255,,,,17.99,2.51,-42.81,,166.6e-3,199.9e-3,62.98e-3,31.51
4,nom,1,255,,,,17.98,2.507,-43.02,,166.9e-3,200.3e-3,62.85e-3,31.38
6,nom,2,255,,,,17.97,2.505,-43.23,,167.3e-3,200.8e-3,62.73e-3,31.24
8,nom,3,255,,,,17.97,2.502,-43.44,,167.8e-3,201.4e-3,62.62e-3,31.1
10,nom,4,255,,,,17.96,2.5,-43.65,,168.3e-3,201.9e-3,62.51e-3,30.96
12,nom,5,255,,,,17.95,2.498,-43.86,,168.7e-3,202.4e-3,62.4e-3,30.82
14,nom,6,255,,,,17.94,2.496,-44.08,,169.1e-3,203e-3,62.29e-3,30.69
16,nom,7,255,,,,17.94,2.494,-44.28,,169.6e-3,203.5e-3,62.19e-3,30.56
18,nom,8,255,,,,17.93,2.492,-44.49,,170.1e-3,204.1e-3,62.09e-3,30.42
20,nom,9,255,,,,17.92,2.49,-44.7,,170.5e-3,204.6e-3,61.98e-3,30.29
22,nom,10,255,,,,17.92,2.488,-44.92,,171e-3,205.2e-3,61.89e-3,30.16
24,nom,11,255,,,,17.91,2.486,-45.13,,171.4e-3,205.7e-3,61.79e-3,30.04
26,nom,12,255,,,,17.9,2.484,-45.35,,171.9e-3,206.3e-3,61.71e-3,29.91
28,nom,13,255,,,,17.9,2.482,-45.55,,172.4e-3,206.8e-3,61.61e-3,29.79
30,nom,14,255,,,,17.89,2.48,-45.77,,172.8e-3,207.4e-3,61.53e-3,29.67
32,nom,15,255,,,,17.88,2.479,-45.98,,173.3e-3,207.9e-3,61.44e-3,29.55
34,nom,16,255,,,,17.88,2.477,-46.2,,173.7e-3,208.5e-3,61.36e-3,29.44
36,nom,17,255,,,,17.87,2.476,-46.41,,174.2e-3,209e-3,61.28e-3,29.32
38,nom,18,255,,,,17.87,2.474,-46.62,,174.7e-3,209.6e-3,61.21e-3,29.2
40,nom,19,255,,,,17.86,2.473,-46.84,,175.1e-3,210.1e-3,61.14e-3,29.1
42,nom,20,255,,,,17.86,2.471,-47.07,,175.6e-3,210.7e-3,61.07e-3,28.99
44,nom,21,255,,,,17.85,2.47,-47.29,,176e-3,211.2e-3,61.01e-3,28.88
46,nom,22,255,,,,17.85,2.469,-47.5,,176.5e-3,211.8e-3,60.94e-3,28.77
48,nom,23,255,,,,17.84,2.467,-47.72,,176.9e-3,212.3e-3,60.88e-3,28.67
50,nom,24,255,,,,17.84,2.466,-47.94,,177.4e-3,212.9e-3,60.82e-3,28.57
52,nom,25,255,,,,17.84,2.465,-48.15,,177.9e-3,213.5e-3,60.75e-3,28.46
54,nom,26,255,,,,17.83,2.464,-48.37,,178.4e-3,214e-3,60.7e-3,28.36
56,nom,27,255,,,,17.83,2.463,-48.59,,178.8e-3,214.6e-3,60.65e-3,28.26
58,nom,28,255,,,,17.82,2.462,-48.81,,179.3e-3,215.1e-3,60.6e-3,28.17
60,nom,29,255,,,,17.82,2.461,-49.03,,179.8e-3,215.7e-3,60.55e-3,28.07
62,nom,30,255,,,,17.82,2.46,-49.25,,180.3e-3,216.3e-3,60.51e-3,27.97
64,nom,31,255,,,,17.82,2.459,-49.47,,180.7e-3,216.9e-3,60.46e-3,27.88
66,nom,32,255,,,,17.81,2.458,-49.69,,181.2e-3,217.5e-3,60.43e-3,27.79
68,nom,33,255,,,,17.81,2.457,-49.91,,181.7e-3,218.1e-3,60.39e-3,27.7
70,nom,34,255,,,,17.81,2.457,-50.13,,182.2e-3,218.6e-3,60.35e-3,27.6
72,nom,35,255,,,,17.8,2.456,-50.34,,182.7e-3,219.2e-3,60.31e-3,27.51
74,nom,36,255,,,,17.8,2.455,-50.57,,183.2e-3,219.8e-3,60.29e-3,27.43
76,nom,37,255,,,,17.8,2.455,-50.79,,183.6e-3,220.4e-3,60.26e-3,27.34
78,nom,38,255,,,,17.8,2.454,-51,,184.1e-3,221e-3,60.23e-3,27.26
80,nom,39,255,,,,17.8,2.454,-51.22,,184.6e-3,221.6e-3,60.2e-3,27.17
82,nom,40,255,,,,17.8,2.453,-51.44,,185.1e-3,222.1e-3,60.19e-3,27.1
84,nom,41,255,,,,17.79,2.453,-51.65,,185.6e-3,222.7e-3,60.17e-3,27.01
86,nom,42,255,,,,17.79,2.453,-51.86,,186.1e-3,223.4e-3,60.15e-3,26.93
88,nom,43,255,,,,17.79,2.452,-52.09,,186.6e-3,223.9e-3,60.14e-3,26.86
90,nom,44,255,,,,17.79,2.452,-52.31,,187.1e-3,224.5e-3,60.13e-3,26.78
92,nom,45,255,,,,17.79,2.452,-52.53,,187.6e-3,225.1e-3,60.12e-3,26.71
94,nom,46,255,,,,17.79,2.452,-52.75,,188.1e-3,225.7e-3,60.12e-3,26.64
96,nom,47,255,,,,17.79,2.452,-52.98,,188.6e-3,226.3e-3,60.12e-3,26.57
98,nom,48,255,,,,17.79,2.452,-53.18,,189.1e-3,226.9e-3,60.1e-3,26.49
100,nom,49,255,,,,17.79,2.452,-53.4,,189.6e-3,227.5e-3,60.11e-3,26.42
102,nom,50,255,,,,17.79,2.452,-53.62,,190.1e-3,228.1e-3,60.11e-3,26.36
104,nom,51,255,,,,17.79,2.452,-53.85,,190.6e-3,228.7e-3,60.13e-3,26.3
106,nom,52,255,,,,17.79,2.452,-54.06,,191.1e-3,229.3e-3,60.13e-3,26.23
108,nom,53,255,,,,17.79,2.453,-54.29,,191.6e-3,229.9e-3,60.15e-3,26.17
110,nom,54,255,,,,17.79,2.453,-54.51,,192e-3,230.5e-3,60.17e-3,26.11
112,nom,55,255,,,,17.79,2.453,-54.73,,192.6e-3,231.1e-3,60.18e-3,26.05
114,nom,56,255,,,,17.8,2.454,-54.96,,193e-3,231.6e-3,60.22e-3,26
116,nom,57,255,,,,17.8,2.454,-55.18,,193.5e-3,232.3e-3,60.24e-3,25.94
118,nom,58,255,,,,17.8,2.455,-55.4,,194.1e-3,232.9e-3,60.26e-3,25.88
120,nom,59,255,,,,17.8,2.455,-55.62,,194.6e-3,233.5e-3,60.28e-3,25.82
122,nom,60,255,,,,17.8,2.456,-55.84,,195e-3,234.1e-3,60.32e-3,25.77
124,nom,61,255,,,,17.81,2.457,-56.05,,195.6e-3,234.7e-3,60.35e-3,25.71
126,nom,62,255,,,,17.81,2.457,-56.27,,196.1e-3,235.3e-3,60.38e-3,25.66
128,nom,63,255,,,,17.81,2.458,-56.5,,196.6e-3,235.9e-3,60.42e-3,25.61
130,nom,64,255,,,,17.81,2.459,-56.71,,197.1e-3,236.5e-3,60.46e-3,25.56
132,nom,65,255,,,,17.82,2.46,-56.93,,197.6e-3,237.2e-3,60.5e-3,25.51
134,nom,66,255,,,,17.82,2.461,-57.16,,198.1e-3,237.8e-3,60.54e-3,25.46
136,nom,67,255,,,,17.82,2.462,-57.4,,198.6e-3,238.3e-3,60.6e-3,25.43
138,nom,68,255,,,,17.83,2.463,-57.63,,199.1e-3,239e-3,60.66e-3,25.38
140,nom,69,255,,,,17.83,2.464,-57.85,,199.7e-3,239.6e-3,60.71e-3,25.34
142,nom,70,255,,,,17.84,2.465,-58.07,,200.2e-3,240.2e-3,60.78e-3,25.3
144,nom,71,255,,,,17.84,2.467,-58.3,,200.7e-3,240.8e-3,60.84e-3,25.26
146,nom,72,255,,,,17.85,2.468,-58.52,,201.2e-3,241.4e-3,60.9e-3,25.22
148,nom,73,255,,,,17.85,2.469,-58.74,,201.7e-3,242.1e-3,60.96e-3,25.19
150,nom,74,255,,,,17.86,2.47,-58.96,,202.2e-3,242.7e-3,61.03e-3,25.15
152,nom,75,255,,,,17.86,2.472,-59.17,,202.8e-3,243.3e-3,61.1e-3,25.11
154,nom,76,255,,,,17.87,2.473,-59.39,,203.3e-3,244e-3,61.17e-3,25.07
156,nom,77,255,,,,17.87,2.475,-59.61,,203.8e-3,244.6e-3,61.24e-3,25.04
158,nom,78,255,,,,17.88,2.476,-59.83,,204.4e-3,245.2e-3,61.32e-3,25
160,nom,79,255,,,,17.88,2.478,-60.05,,204.9e-3,245.9e-3,61.4e-3,24.97
162,nom,80,255,,,,17.89,2.48,-60.26,,205.4e-3,246.5e-3,61.48e-3,24.94
164,nom,81,255,,,,17.89,2.481,-60.48,,206e-3,247.1e-3,61.57e-3,24.91
166,nom,82,255,,,,17.9,2.483,-60.7,,206.5e-3,247.8e-3,61.65e-3,24.88
168,nom,83,255,,,,17.91,2.485,-60.91,,207e-3,248.5e-3,61.74e-3,24.85
170,nom,84,255,,,,17.91,2.487,-61.13,,207.6e-3,249.1e-3,61.84e-3,24.83
172,nom,85,255,,,,17.92,2.489,-61.34,,208.1e-3,249.7e-3,61.93e-3,24.8
174,nom,86,255,,,,17.93,2.491,-61.56,,208.6e-3,250.4e-3,62.03e-3,24.78
176,nom,87,255,,,,17.93,2.493,-61.77,,209.2e-3,251e-3,62.13e-3,24.75
178,nom,88,255,,,,17.94,2.495,-61.99,,209.7e-3,251.7e-3,62.24e-3,24.73
180,nom,89,255,,,,17.95,2.497,-62.21,,210.3e-3,252.3e-3,62.35e-3,24.71
182,nom,90,255,,,,17.96,2.499,-62.41,,210.8e-3,253e-3,62.45e-3,24.68
184,nom,91,255,,,,17.96,2.501,-62.62,,211.4e-3,253.7e-3,62.56e-3,24.66
186,nom,92,255,,,,17.97,2.504,-62.85,,211.9e-3,254.3e-3,62.69e-3,24.65
188,nom,93,255,,,,17.98,2.506,-63.06,,212.5e-3,255e-3,62.81e-3,24.63
190,nom,94,255,,,,17.99,2.509,-63.28,,213e-3,255.6e-3,62.93e-3,24.62
192,nom,95,255,,,,18,2.51,-63.47,,213.6e-3,256.3e-3,63.03e-3,24.59
194,nom,96,255,,,,18,2.513,-63.68,,214.1e-3,257e-3,63.15e-3,24.57
196,nom,97,255,,,,18.01,2.515,-63.89,,214.7e-3,257.7e-3,63.27e-3,24.56
198,nom,98,255,,,,18.02,2.518,-64.1,,215.3e-3,258.3e-3,63.4e-3,24.54
200,nom,99,255,,,,18.03,2.52,-64.31,,215.9e-3,259e-3,63.52e-3,24.52
202,nom,100,255,,,,18.04,2.523,-64.52,,216.4e-3,259.7e-3,63.66e-3,24.51
204,nom,101,255,,,,18.05,2.526,-64.74,,216.9e-3,260.3e-3,63.79e-3,24.5
206,nom,102,255,,,,18.06,2.528,-64.94,,217.5e-3,261e-3,63.92e-3,24.49
208,nom,103,255,,,,18.07,2.531,-65.15,,218.1e-3,261.7e-3,64.07e-3,24.48
210,nom,104,255,,,,18.08,2.534,-65.36,,218.7e-3,262.4e-3,64.21e-3,24.47
212,nom,105,255,,,,18.09,2.537,-65.57,,219.2e-3,263.1e-3,64.35e-3,24.46
214,nom,106,255,,,,18.1,2.54,-65.77,,219.8e-3,263.8e-3,64.49e-3,24.45
216,nom,107,255,,,,18.11,2.542,-65.97,,220.4e-3,264.5e-3,64.64e-3,24.44
218,nom,108,255,,,,18.11,2.545,-66.17,,221e-3,265.2e-3,64.79e-3,24.43
220,nom,109,255,,,,18.12,2.548,-66.37,,221.6e-3,265.9e-3,64.93e-3,24.42
222,nom,110,255,,,,18.13,2.551,-66.58,,222.2e-3,266.6e-3,65.09e-3,24.42
224,nom,111,255,,,,18.15,2.554,-66.78,,222.7e-3,267.3e-3,65.24e-3,24.41
226,nom,112,255,,,,18.16,2.557,-66.98,,223.3e-3,268e-3,65.41e-3,24.41
228,nom,113,255,,,,18.17,2.561,-67.18,,223.9e-3,268.7e-3,65.57e-3,24.4
230,nom,114,255,,,,18.18,2.564,-67.39,,224.5e-3,269.4e-3,65.74e-3,24.4
232,nom,115,255,,,,18.19,2.567,-67.59,,225.1e-3,270.1e-3,65.91e-3,24.4
234,nom,116,255,,,,18.2,2.571,-67.8,,225.7e-3,270.8e-3,66.08e-3,24.4
236,nom,117,255,,,,18.21,2.574,-68,,226.3e-3,271.5e-3,66.26e-3,24.4
238,nom,118,255,,,,18.22,2.577,-68.19,,226.8e-3,272.2e-3,66.43e-3,24.4
240,nom,119,255,,,,18.24,2.581,-68.39,,227.4e-3,272.9e-3,66.61e-3,24.41
242,nom,120,255,,,,18.25,2.584,-68.59,,228e-3,273.6e-3,66.79e-3,24.41
244,nom,121,255,,,,18.26,2.588,-68.79,,228.6e-3,274.3e-3,66.96e-3,24.41
246,nom,122,255,,,,18.27,2.592,-68.99,,229.2e-3,275e-3,67.16e-3,24.42
248,nom,123,255,,,,18.28,2.595,-69.18,,229.8e-3,275.8e-3,67.33e-3,24.41
250,nom,124,255,,,,18.29,2.598,-69.37,,230.4e-3,276.5e-3,67.52e-3,24.42
252,nom,125,255,,,,18.31,2.602,-69.57,,231e-3,277.2e-3,67.7e-3,24.42
254,nom,126,255,,,,18.32,2.606,-69.76,,231.6e-3,278e-3,67.89e-3,24.42
256,nom,127,255,,,,18.33,2.609,-69.95,,232.3e-3,278.7e-3,68.08e-3,24.43
258,nom,128,255,,,,18.34,2.613,-70.14,,232.8e-3,279.4e-3,68.29e-3,24.44
260,nom,129,255,,,,18.36,2.617,-70.34,,233.5e-3,280.2e-3,68.5e-3,24.45
262,nom,130,255,,,,18.37,2.621,-70.52,,234.1e-3,280.9e-3,68.69e-3,24.45
264,nom,131,255,,,,18.38,2.625,-70.71,,234.7e-3,281.7e-3,68.89e-3,24.46
266,nom,132,255,,,,18.39,2.629,-70.9,,235.3e-3,282.4e-3,69.1e-3,24.47
268,nom,133,255,,,,18.41,2.633,-71.09,,236e-3,283.1e-3,69.31e-3,24.48
270,nom,134,255,,,,18.42,2.637,-71.28,,236.6e-3,283.9e-3,69.52e-3,24.49
272,nom,135,255,,,,18.43,2.641,-71.46,,237.2e-3,284.6e-3,69.74e-3,24.5
274,nom,136,255,,,,18.45,2.645,-71.65,,237.8e-3,285.4e-3,69.95e-3,24.51
276,nom,137,255,,,,18.46,2.649,-71.83,,238.5e-3,286.2e-3,70.16e-3,24.52
278,nom,138,255,,,,18.48,2.653,-72.02,,239.1e-3,286.9e-3,70.39e-3,24.54
280,nom,139,255,,,,18.49,2.658,-72.21,,239.7e-3,287.7e-3,70.63e-3,24.55
282,nom,140,255,,,,18.5,2.662,-72.39,,240.3e-3,288.4e-3,70.85e-3,24.57
284,nom,141,255,,,,18.52,2.666,-72.58,,241e-3,289.2e-3,71.09e-3,24.58
286,nom,142,255,,,,18.53,2.671,-72.76,,241.6e-3,289.9e-3,71.32e-3,24.6
288,nom,143,255,,,,18.55,2.675,-72.94,,242.3e-3,290.7e-3,71.54e-3,24.61
290,nom,144,255,,,,18.56,2.679,-73.13,,242.9e-3,291.5e-3,71.79e-3,24.63
292,nom,145,255,,,,18.57,2.683,-73.3,,243.6e-3,292.3e-3,72e-3,24.63
294,nom,146,255,,,,18.59,2.687,-73.46,,244.2e-3,293.1e-3,72.22e-3,24.64
296,nom,147,255,,,,18.6,2.692,-73.65,,244.9e-3,293.9e-3,72.47e-3,24.66
298,nom,148,255,,,,18.62,2.696,-73.82,,245.5e-3,294.6e-3,72.71e-3,24.68
300,nom,149,255,,,,18.63,2.701,-74,,246.2e-3,295.4e-3,72.96e-3,24.7
302,nom,150,255,,,,18.65,2.706,-74.19,,246.8e-3,296.2e-3,73.2e-3,24.72
304,nom,151,255,,,,18.66,2.71,-74.36,,247.5e-3,296.9e-3,73.44e-3,24.73
306,nom,152,255,,,,18.67,2.715,-74.53,,248.1e-3,297.8e-3,73.7e-3,24.75
308,nom,153,255,,,,18.69,2.719,-74.7,,248.8e-3,298.6e-3,73.94e-3,24.77
310,nom,154,255,,,,18.7,2.724,-74.88,,249.5e-3,299.4e-3,74.2e-3,24.78
312,nom,155,255,,,,18.72,2.729,-75.06,,250.1e-3,300.2e-3,74.5e-3,24.82
314,nom,156,255,,,,18.74,2.734,-75.23,,250.8e-3,300.9e-3,74.77e-3,24.85
316,nom,157,255,,,,18.75,2.739,-75.41,,251.5e-3,301.8e-3,75.04e-3,24.87
318,nom,158,255,,,,18.77,2.744,-75.58,,252.1e-3,302.6e-3,75.31e-3,24.89
320,nom,159,255,,,,18.78,2.749,-75.75,,252.8e-3,303.4e-3,75.57e-3,24.91
322,nom,160,255,,,,18.8,2.754,-75.92,,253.5e-3,304.2e-3,75.85e-3,24.94
324,nom,161,255,,,,18.82,2.759,-76.09,,254.1e-3,305e-3,76.13e-3,24.96
326,nom,162,255,,,,18.83,2.764,-76.26,,254.8e-3,305.8e-3,76.4e-3,24.99
328,nom,163,255,,,,18.85,2.769,-76.43,,255.5e-3,306.6e-3,76.68e-3,25.01
330,nom,164,255,,,,18.86,2.774,-76.6,,256.1e-3,307.3e-3,76.97e-3,25.04
332,nom,165,255,,,,18.88,2.779,-76.77,,256.8e-3,308.2e-3,77.25e-3,25.07
334,nom,166,255,,,,18.89,2.784,-76.93,,257.5e-3,309e-3,77.53e-3,25.09
336,nom,167,255,,,,18.91,2.79,-77.1,,258.2e-3,309.8e-3,77.82e-3,25.12
338,nom,168,255,,,,18.93,2.795,-77.26,,258.8e-3,310.6e-3,78.1e-3,25.14
340,nom,169,255,,,,18.94,2.801,-77.44,,259.5e-3,311.4e-3,78.43e-3,25.19
342,nom,170,255,,,,18.96,2.806,-77.59,,260.2e-3,312.2e-3,78.71e-3,25.21
344,nom,171,255,,,,18.98,2.811,-77.75,,260.9e-3,313.1e-3,79e-3,25.23
346,nom,172,255,,,,18.99,2.816,-77.92,,261.6e-3,313.9e-3,79.31e-3,25.27
348,nom,173,255,,,,19.01,2.822,-78.09,,262.2e-3,314.7e-3,79.62e-3,25.3
350,nom,174,255,,,,19.03,2.827,-78.26,,262.9e-3,315.5e-3,79.94e-3,25.34
352,nom,175,255,,,,19.04,2.832,-78.41,,263.6e-3,316.3e-3,80.22e-3,25.36
354,nom,176,255,,,,19.06,2.838,-78.56,,264.3e-3,317.2e-3,80.52e-3,25.38
356,nom,177,255,,,,19.08,2.843,-78.71,,265e-3,318e-3,80.82e-3,25.41
358,nom,178,255,,,,19.09,2.848,-78.87,,265.7e-3,318.9e-3,81.12e-3,25.44
360,nom,179,255,,,,19.11,2.854,-79.03,,266.5e-3,319.8e-3,81.43e-3,25.47
362,nom,180,255,,,,19.12,2.859,-79.18,,267.2e-3,320.6e-3,81.73e-3,25.49
364,nom,181,255,,,,19.14,2.864,-79.34,,267.9e-3,321.4e-3,82.05e-3,25.53
366,nom,182,255,,,,19.16,2.87,-79.5,,268.6e-3,322.3e-3,82.39e-3,25.56
368,nom,183,255,,,,19.17,2.876,-79.65,,269.3e-3,323.1e-3,82.69e-3,25.59
370,nom,184,255,,,,19.19,2.881,-79.8,,270e-3,324e-3,83.02e-3,25.62
372,nom,185,255,,,,19.21,2.887,-79.95,,270.7e-3,324.8e-3,83.33e-3,25.65
374,nom,186,255,,,,19.23,2.892,-80.1,,271.4e-3,325.7e-3,83.66e-3,25.69
376,nom,187,255,,,,19.24,2.898,-80.25,,272.1e-3,326.6e-3,84e-3,25.72
378,nom,188,255,,,,19.26,2.904,-80.41,,272.9e-3,327.4e-3,84.33e-3,25.75
380,nom,189,255,,,,19.28,2.91,-80.55,,273.6e-3,328.3e-3,84.66e-3,25.79
382,nom,190,255,,,,19.29,2.915,-80.7,,274.3e-3,329.2e-3,84.99e-3,25.82
384,nom,191,255,,,,19.31,2.921,-80.85,,275e-3,330e-3,85.33e-3,25.85
386,nom,192,255,,,,19.33,2.927,-81,,275.8e-3,330.9e-3,85.67e-3,25.89
388,nom,193,255,,,,19.35,2.933,-81.14,,276.5e-3,331.8e-3,86.03e-3,25.93
390,nom,194,255,,,,19.36,2.939,-81.3,,277.2e-3,332.6e-3,86.38e-3,25.97
392,nom,195,255,,,,19.38,2.945,-81.45,,277.9e-3,333.5e-3,86.75e-3,26.01
394,nom,196,255,,,,19.4,2.951,-81.59,,278.7e-3,334.4e-3,87.08e-3,26.04
396,nom,197,255,,,,19.42,2.957,-81.73,,279.5e-3,335.4e-3,87.42e-3,26.07
398,nom,198,255,,,,19.43,2.963,-81.88,,280.2e-3,336.2e-3,87.78e-3,26.11
400,nom,199,255,,,,19.45,2.968,-82.02,,280.9e-3,337.1e-3,88.11e-3,26.14
402,nom,200,255,,,,19.47,2.974,-82.16,,281.7e-3,338e-3,88.46e-3,26.17
404,nom,201,255,,,,19.49,2.98,-82.31,,282.4e-3,338.9e-3,88.82e-3,26.21
406,nom,202,255,,,,19.5,2.986,-82.44,,283.2e-3,339.8e-3,89.18e-3,26.25
408,nom,203,255,,,,19.52,2.993,-82.58,,283.9e-3,340.7e-3,89.57e-3,26.29
410,nom,204,255,,,,19.54,2.999,-82.72,,284.7e-3,341.6e-3,89.92e-3,26.32
412,nom,205,255,,,,19.56,3.005,-82.86,,285.4e-3,342.5e-3,90.28e-3,26.36
414,nom,206,255,,,,19.57,3.011,-83,,286.2e-3,343.4e-3,90.66e-3,26.4
416,nom,207,255,,,,19.59,3.017,-83.13,,286.9e-3,344.3e-3,91e-3,26.43
418,nom,208,255,,,,19.61,3.023,-83.27,,287.7e-3,345.2e-3,91.4e-3,26.48
420,nom,209,255,,,,19.63,3.029,-83.41,,288.4e-3,346.1e-3,91.78e-3,26.52
422,nom,210,255,,,,19.64,3.035,-83.54,,289.2e-3,347e-3,92.13e-3,26.55
424,nom,211,255,,,,19.66,3.041,-83.68,,289.9e-3,347.9e-3,92.5e-3,26.59
426,nom,212,255,,,,19.68,3.048,-83.81,,290.7e-3,348.9e-3,92.89e-3,26.63
428,nom,213,255,,,,19.7,3.054,-83.95,,291.5e-3,349.8e-3,93.25e-3,26.66
430,nom,214,255,,,,19.71,3.06,-84.08,,292.2e-3,350.7e-3,93.61e-3,26.69
432,nom,215,255,,,,19.73,3.065,-84.21,,293e-3,351.6e-3,93.97e-3,26.73
434,nom,216,255,,,,19.75,3.072,-84.35,,293.7e-3,352.5e-3,94.37e-3,26.77
436,nom,217,255,,,,19.77,3.078,-84.48,,294.5e-3,353.4e-3,94.77e-3,26.81
438,nom,218,255,,,,19.78,3.085,-84.62,,295.3e-3,354.3e-3,95.16e-3,26.85
440,nom,219,255,,,,19.8,3.091,-84.75,,296.1e-3,355.3e-3,95.54e-3,26.89
442,nom,220,255,,,,19.82,3.098,-84.87,,296.8e-3,356.2e-3,95.95e-3,26.94
444,nom,221,255,,,,19.84,3.104,-85,,297.7e-3,357.2e-3,96.34e-3,26.97
446,nom,222,255,,,,19.86,3.11,-85.13,,298.4e-3,358.1e-3,96.75e-3,27.02
448,nom,223,255,,,,19.87,3.117,-85.25,,299.2e-3,359.1e-3,97.13e-3,27.05
450,nom,224,255,,,,19.89,3.123,-85.38,,300e-3,360e-3,97.53e-3,27.09
452,nom,225,255,,,,19.91,3.129,-85.5,,300.8e-3,361e-3,97.91e-3,27.12
454,nom,226,255,,,,19.93,3.135,-85.63,,301.6e-3,361.9e-3,98.3e-3,27.16
456,nom,227,255,,,,19.94,3.142,-85.75,,302.4e-3,362.9e-3,98.71e-3,27.2
458,nom,228,255,,,,19.96,3.148,-85.87,,303.2e-3,363.8e-3,99.1e-3,27.24
460,nom,229,255,,,,19.98,3.155,-85.99,,304e-3,364.8e-3,99.52e-3,27.28
462,nom,230,255,,,,20,3.161,-86.11,,304.8e-3,365.8e-3,99.93e-3,27.32
464,nom,231,255,,,,20.01,3.167,-86.24,,305.6e-3,366.7e-3,100.3e-3,27.36
466,nom,232,255,,,,20.03,3.174,-86.36,,306.4e-3,367.7e-3,100.7e-3,27.4
468,nom,233,255,,,,20.05,3.18,-86.47,,307.2e-3,368.7e-3,101.2e-3,27.44
470,nom,234,255,,,,20.07,3.187,-86.59,,308e-3,369.7e-3,101.6e-3,27.48
472,nom,235,255,,,,20.09,3.194,-86.71,,308.9e-3,370.6e-3,102e-3,27.52
474,nom,236,255,,,,20.1,3.2,-86.83,,309.7e-3,371.6e-3,102.4e-3,27.56
476,nom,237,255,,,,20.12,3.207,-86.94,,310.5e-3,372.6e-3,102.8e-3,27.6
478,nom,238,255,,,,20.14,3.213,-87.05,,311.4e-3,373.6e-3,103.3e-3,27.63
480,nom,239,255,,,,20.16,3.221,-87.15,,312.2e-3,374.7e-3,103.8e-3,27.7
482,nom,240,255,,,,20.18,3.227,-87.26,,313.1e-3,375.8e-3,104.2e-3,27.72
484,nom,241,255,,,,20.19,3.234,-87.37,,313.9e-3,376.7e-3,104.6e-3,27.76
486,nom,242,255,,,,20.21,3.241,-87.48,,314.8e-3,377.8e-3,105e-3,27.8
488,nom,243,255,,,,20.23,3.248,-87.6,,315.6e-3,378.7e-3,105.5e-3,27.85
490,nom,244,255,,,,20.25,3.254,-87.71,,316.5e-3,379.8e-3,105.9e-3,27.88
492,nom,245,255,,,,20.27,3.262,-87.84,,317.2e-3,380.6e-3,106.4e-3,27.95
494,nom,246,255,,,,20.29,3.268,-87.96,,318e-3,381.6e-3,106.8e-3,27.99
496,nom,247,255,,,,20.3,3.275,-88.07,,318.8e-3,382.6e-3,107.2e-3,28.03
498,nom,248,255,,,,20.32,3.281,-88.19,,319.6e-3,383.6e-3,107.7e-3,28.07
500,nom,249,255,,,,20.34,3.288,-88.31,,320.4e-3,384.5e-3,108.1e-3,28.11
502,nom,250,255,,,,20.36,3.295,-88.42,,321.3e-3,385.6e-3,108.6e-3,28.15
504,nom,251,255,,,,20.37,3.302,-88.52,,322.2e-3,386.6e-3,109e-3,28.2
506,nom,252,255,,,,20.39,3.309,-88.64,,323e-3,387.6e-3,109.5e-3,28.25
508,nom,253,255,,,,20.41,3.316,-88.75,,323.9e-3,388.6e-3,110e-3,28.29
510,nom,254,255,,,,20.43,3.322,-88.86,,324.7e-3,389.6e-3,110.4e-3,28.33
512,nom,255,255,,,,20.45,3.329,-88.98,,325.5e-3,390.7e-3,110.8e-3,28.37

